text,freq
а также,151695
пациентов с,114416
у пациентов,113011
и в,112203
у больных,107073
при этом,92748
в г,88258
и др,81703
так и,79131
в том,74792
в качестве,72642
по данным,68783
в течение,64923
по сравнению,63353
таким образом,60611
что в,59586
сравнению с,58821
может быть,57630
не только,57337
настоящее время,57144
в настоящее,56772
больных с,56087
с помощью,55511
и соавт,54426
том числе,53394
приводит к,53035
на основе,52693
но и,49803
от до,49407
в частности,49022
том что,48957
в результате,47997
показано что,47258
связи с,46327
кроме того,45999
в работе,45303
в связи,44017
в то,43800
за счет,40443
несмотря на,39296
о том,37517
на фоне,37495
в рамках,37167
с использованием,36751
у детей,36536
одним из,36206
в виде,35797
в россии,35636
а в,35589
в целом,35416
зависимости от,35363
в условиях,34164
так как,33820
в соответствии,32679
т е,31430
в группе,31310
и т,31096
соответствии с,31044
не менее,30935
в зависимости,30162
российской федерации,29563
в отношении,29314
во время,29139
отметить что,28819
в области,28507
в исследовании,28171
то же,27563
с учетом,27381
то что,27381
могут быть,27299
и на,27240
и с,26928
и их,26739
в случае,26573
из за,26493
в этом,26410
и не,26407
в процессе,25927
же время,25080
в году,25060
в случаев,25023
из них,24851
известно что,24419
с тем,24405
как и,24277
как в,24047
роль в,24045
связано с,24033
установлено что,23232
было показано,23171
с целью,23146
одной из,23066
как правило,22979
г в,22879
влияние на,22680
показали что,22326
и или,22189
и при,21930
в раза,21694
в возрасте,21581
в ряде,21287
зависит от,21040
что при,21040
и его,21012
в которых,20834
в в,20641
вместе с,20392
точки зрения,20378
по мнению,20283
в работах,20134
т д,20027
и других,19954
на основании,19908
в последние,19896
с этим,19845
для оценки,19735
в ходе,19650
в основном,19600
у женщин,19459
чем в,19242
представляет собой,19063
мм рт,19016
рт ст,18974
сердечно сосудистых,18937
в среднем,18920
и соответственно,18719
и более,18710
то время,18695
тем что,18682
в и,18651
и у,18616
в крови,18571
в период,18519
отличие от,18515
только в,18436
тем не,18411
что у,18330
в отличие,18192
данные о,18125
прежде всего,17997
в этой,17946
время как,17793
последние годы,17529
при использовании,17184
в свою,17072
риск развития,16948
на то,16942
и для,16807
однако в,16713
с другой,16665
чем у,16438
то есть,16403
свою очередь,16382
в сша,16281
на уровне,16232
в первую,16188
в большинстве,16133
следует отметить,16065
в литературе,15864
до лет,15786
по результатам,15752
со стороны,15738
в развитии,15686
первую очередь,15424
наряду с,15365
риска развития,15262
в котором,15246
в пределах,15240
при наличии,15214
связанных с,15015
и другие,14983
с в,14910
головного мозга,14836
в данном,14649
левого желудочка,14644
во всех,14584
у лиц,14545
более чем,14500
так в,14405
например в,14324
в сравнении,14277
у мужчин,14277
детей с,14216
того что,14167
сравнении с,14153
один из,14129
таких как,14125
ммоль л,14094
на рис,13971
и по,13932
с и,13826
в различных,13791
в сочетании,13628
для лечения,13560
связанные с,13517
а и,13475
также в,13429
в основе,13290
из которых,13279
сочетании с,13148
не было,13115
с точки,13041
в данной,12846
на протяжении,12838
с другими,12805
тогда как,12617
и как,12592
с г,12589
а а,12556
а не,12484
с по,12472
заключается в,12415
пациентов в,12284
сердечно сосудистой,12267
влияет на,12253
в которой,12168
в российской,12052
выше чем,12013
и и,11983
в дозе,11978
в мире,11973
на сегодняшний,11911
при лечении,11856
сегодняшний день,11828
в сфере,11810
при проведении,11779
мг сут,11749
с с,11736
ответ на,11719
и методы,11699
для определения,11630
в гг,11549
но не,11527
массы тела,11503
к снижению,11374
с одной,11309
свидетельствуют о,11193
на территории,11176
в дальнейшем,11166
в раз,11066
с развитием,11040
с применением,11030
связаны с,11017
что приводит,11000
лиц с,10940
по отношению,10903
в структуре,10891
в этих,10871
с высоким,10831
числе и,10740
мг кг,10723
г и,10703
в системе,10673
в других,10656
в себя,10643
другой стороны,10632
в сыворотке,10612
в странах,10600
наиболее часто,10595
в некоторых,10591
в нашем,10539
во многих,10512
факторов риска,10506
а с,10493
связана с,10483
тем самым,10476
отношению к,10396
одной стороны,10381
в конце,10378
х гг,10350
дозе мг,10349
более того,10345
по поводу,10253
в т,10211
с до,10209
из наиболее,10206
в исследованиях,10183
свидетельствует о,10170
в год,10133
в лечении,10101
в начале,10031
исследования в,10027
важную роль,10021
время в,9988
независимо от,9956
при помощи,9950
показал что,9916
и ее,9888
в последнее,9863
возрасте лет,9820
чаще всего,9801
изменения в,9798
к развитию,9793
и к,9784
влияния на,9736
у которых,9736
вопрос о,9676
большинстве случаев,9643
в плазме,9635
высокий уровень,9613
исследований в,9581
р р,9545
исходя из,9539
не может,9525
в составе,9503
в них,9466
пациенты с,9449
не всегда,9359
что может,9347
привести к,9309
т ч,9308
связан с,9281
мужчин и,9277
при отсутствии,9266
во многом,9234
что для,9204
и а,9154
лет и,9117
старше лет,9113
связь между,9006
такие как,8956
в одном,8950
сердечной недостаточности,8869
в нашей,8856
х годов,8830
что на,8813
с высокой,8783
в табл,8760
россии в,8745
нервной системы,8743
в разных,8719
что позволяет,8705
в силу,8703
в е,8697
с соавторами,8643
приводят к,8570
с увеличением,8529
что и,8519
в более,8513
качества жизни,8512
до сих,8498
последнее время,8485
сыворотке крови,8484
в организме,8472
сих пор,8469
т п,8432
так же,8374
в исследование,8304
крови и,8303
но в,8289
см с,8284
инфаркта миокарда,8243
в общей,8229
не является,8211
населения в,8200
представлены в,8166
в статье,8164
до в,8150
медицинской помощи,8136
в патогенезе,8132
после операции,8129
лет в,8114
с соавт,8094
по шкале,8088
больных в,8084
относится к,8057
одного из,8053
на поверхности,8053
были получены,8052
в анамнезе,8040
м с,8036
в ответ,8032
клинической практике,8020
за последние,8000
к увеличению,7999
в состав,7988
является одним,7977
с более,7973
по мере,7942
клеток в,7934
во первых,7853
при анализе,7829
на и,7828
по формуле,7825
из основных,7816
ведет к,7812
см например,7811
с аг,7805
в первые,7803
го типа,7802
в а,7796
клинических исследований,7789
артериального давления,7758
а б,7731
у всех,7717
этом случае,7705
которые могут,7663
по видимому,7650
не более,7639
т к,7639
факт что,7639
в клетках,7623
а именно,7616
приводить к,7613
участие в,7608
с данными,7599
изменений в,7585
как следствие,7568
вклад в,7562
у взрослых,7552
сосудистых заболеваний,7505
указывают на,7481
и даже,7480
в своей,7477
показывают что,7454
к тому,7440
а при,7415
клеток и,7402
или в,7339
в его,7317
для решения,7301
одна из,7292
состоит в,7285
в случаях,7217
для получения,7200
у них,7195
было установлено,7178
до и,7158
на тыс,7149
период с,7125
в пользу,7111
больных ра,7110
особенно в,7101
с последующим,7093
внимание на,7072
предположить что,7071
в большей,7059
как известно,7043
указывает на,7029
тот факт,7025
во вторых,7024
для всех,7016
в значительной,6965
на рынке,6961
привело к,6923
было выявлено,6911
для этого,6905
качество жизни,6901
в клинической,6893
что не,6892
детей в,6878
и после,6876
еще в,6868
повышение уровня,6861
того чтобы,6829
развития и,6814
в день,6773
нашем исследовании,6773
большое количество,6759
результаты исследования,6745
место в,6745
с а,6744
за период,6718
различия в,6712
показало что,6701
показывает что,6700
данных о,6679
в целях,6663
по г,6662
исследования и,6661
доказано что,6654
для того,6642
на развитие,6642
средний возраст,6622
м в,6612
при применении,6602
в таблице,6596
может привести,6580
при оценке,6548
которые в,6538
м и,6538
считают что,6526
раза в,6514
с наличием,6511
окружающей среды,6508
подход к,6506
в сутки,6497
ассоциируется с,6492
и может,6492
в стране,6491
системы в,6486
раз в,6483
под влиянием,6477
в их,6462
с участием,6452
к сожалению,6442
коррелирует с,6432
связи между,6423
побочных эффектов,6412
отметим что,6411
и от,6389
жизни и,6376
рассматривается как,6367
исследований и,6344
в формировании,6339
считается что,6336
только на,6335
исследования показали,6307
в рф,6301
ниже чем,6300
и развития,6292
как на,6281
послеоперационном периоде,6279
главным образом,6244
воздействие на,6228
на базе,6227
дыхательных путей,6226
с возрастом,6214
в группах,6208
а затем,6205
заболевания и,6205
предполагается что,6190
для проведения,6186
молочной железы,6166
смертности от,6158
аг и,6155
в с,6148
большей степени,6146
р и,6145
очевидно что,6141
начиная с,6140
в настоящей,6119
того в,6116
при котором,6112
на практике,6109
в общем,6098
воздействия на,6091
как при,6075
как у,6071
см рис,6055
даже в,6048
к г,6037
больных аг,6035
на их,6035
соавт и,6034
влияют на,6033
должны быть,6030
в х,6029
женщин в,6026
даже при,6025
что по,6025
материалы и,6025
в ней,6023
не в,6015
этой связи,6011
находится в,6010
а у,6001
коронарных артерий,5994
на в,5988
представляют собой,5983
мл мин,5975
эффективности и,5969
ил ил,5964
системы и,5953
в зоне,5927
к выводу,5915
в конечном,5913
сахарный диабет,5910
у здоровых,5902
терапии в,5901
лишь в,5898
цен на,5896
сосудистых осложнений,5891
одно из,5890
состоит из,5880
с различными,5868
чем при,5865
на примере,5855
для выявления,5849
эти данные,5846
до настоящего,5828
и женщин,5825
у пожилых,5817
в популяции,5811
гг в,5801
уже в,5799
этом в,5795
экономического развития,5793
инфаркт миокарда,5780
сведения о,5771
с сд,5767
образом в,5767
экономического роста,5751
е в,5729
в контексте,5729
риском развития,5727
в нем,5722
г г,5718
работы в,5715
провоспалительных цитокинов,5713
среди пациентов,5712
данном случае,5710
для анализа,5704
необходимо отметить,5702
данные по,5698
высоким риском,5693
в режиме,5683
костной ткани,5682
детей и,5672
настоящего времени,5651
имеет место,5646
или иной,5645
крови в,5641
следующим образом,5632
с результатами,5620
под действием,5612
плазме крови,5603
согласуется с,5574
и тем,5553
ключевые слова,5529
не могут,5522
фактором риска,5514
г по,5509
за исключением,5509
в м,5498
россии и,5495
высокого риска,5493
у из,5470
к ним,5470
что они,5468
через мес,5457
к настоящему,5454
относятся к,5442
между собой,5441
течение лет,5440
результаты и,5425
при ра,5415
практически не,5411
по изучению,5408
процессов в,5398
их в,5397
для каждого,5395
женщин с,5394
и является,5389
это связано,5386
миокарда и,5383
с хсн,5381
кг м,5379
частности в,5377
данной работе,5370
из самых,5366
и м,5358
для развития,5352
сердца и,5334
лечения и,5327
выявлено что,5324
влиять на,5324
также с,5321
данным литературы,5319
вплоть до,5314
цель исследования,5309
г на,5306
в современной,5306
пациента с,5293
лечения больных,5274
сша и,5273
не выявлено,5269
рекомендации по,5264
отмечено что,5250
сосудистой системы,5241
е а,5241
иммунной системы,5237
в другом,5237
было отмечено,5236
в европе,5227
же как,5226
только у,5213
значение в,5196
по крайней,5194
нг мл,5194
деятельности в,5182
последних лет,5182
крайней мере,5176
при исследовании,5165
ряде исследований,5165
как с,5158
о наличии,5157
и без,5153
при изучении,5143
в своем,5134
среди которых,5115
заболевания в,5106
сахарным диабетом,5096
ибс и,5093
в таких,5079
боли в,5071
при различных,5069
ответа на,5060
включает в,5053
иммунного ответа,5053
т клеток,5051
со снижением,5047
потому что,5039
что является,5035
составляет от,5034
если в,5023
человека и,5018
и е,5013
на наш,5006
хирургического лечения,5006
из этих,5003
во всем,4992
г л,4988
с его,4980
на его,4980
наш взгляд,4976
лекарственных средств,4975
в двух,4974
рис а,4972
ряде случаев,4971
согласно данным,4971
в форме,4970
зависят от,4969
должна быть,4968
снижение уровня,4962
до года,4960
нашей стране,4957
на момент,4953
для диагностики,4951
у пациента,4948
с их,4942
сосудистой стенки,4924
и другими,4922
чем на,4922
у большинства,4921
результаты исследований,4915
для достижения,4906
сд типа,4902
человека в,4897
эффективность и,4897
подходы к,4895
возрасте от,4894
др в,4885
подходов к,4884
н в,4878
может приводить,4877
образования и,4869
пациентам с,4858
то в,4857
в сторону,4855
потребность в,4852
факторы риска,4844
которые не,4837
жирных кислот,4836
болезни сердца,4822
для пациентов,4819
сша в,4819
различий в,4814
давления в,4811
на ранних,4807
до г,4801
полученные результаты,4791
при сравнении,4782
и о,4782
этот показатель,4766
в комбинации,4764
той или,4761
слизистой оболочки,4760
сахарного диабета,4759
применительно к,4752
в состоянии,4750
также и,4746
настоящему времени,4744
числе в,4740
можно выделить,4735
комбинации с,4734
соавт в,4727
тому что,4727
до конца,4725
л и,4717
исследования по,4708
что касается,4707
аг в,4699
лечения в,4689
значительной степени,4689
только при,4683
в своих,4683
больше чем,4682
больных ибс,4680
для обеспечения,4680
это не,4667
в норме,4663
для расчета,4661
в диапазоне,4660
взаимосвязь между,4643
настоящей работе,4640
однако при,4634
периферической крови,4631
высоким уровнем,4630
с фп,4623
отличается от,4615
и во,4611
по методу,4608
а на,4605
роста и,4597
в регуляции,4597
отношение к,4592
но при,4592
терапии и,4585
и смертности,4576
в гене,4575
направленных на,4573
вывод о,4571
исследований по,4563
не имеет,4560
и безопасности,4556
образования в,4548
к повышению,4545
н и,4537
с низким,4531
лекарственных препаратов,4528
клинических проявлений,4521
так например,4520
при выполнении,4514
артериальной гипертензии,4510
мг л,4506
мг дл,4501
при условии,4486
в одной,4479
как это,4473
говорить о,4473
не позволяет,4460
от всех,4459
как для,4459
осложнений и,4452
функции почек,4449
до начала,4441
подхода к,4435
затраты на,4424
также на,4424
той же,4423
и развитие,4423
в раннем,4422
хотя и,4419
миокарда в,4416
одном из,4416
только для,4407
выводу что,4405
на рисунке,4402
для изучения,4389
в послеоперационном,4387
общей популяции,4380
рис в,4376
и только,4374
также при,4357
с повышением,4356
и снижение,4355
с группой,4354
артериальная гипертензия,4354
процесса в,4354
в экономике,4351
лет с,4345
и за,4344
для создания,4342
можно предположить,4337
пациентов и,4336
интерес к,4332
ишемической болезни,4328
и что,4324
органов и,4323
только с,4322
с повышенным,4320
что с,4317
с ожирением,4313
с ибс,4311
интенсивной терапии,4307
более высокой,4307
возраст лет,4305
во внимание,4304
года в,4303
имеются данные,4298
от общего,4291
в отдельных,4291
именно в,4289
они не,4288
на уровень,4286
что он,4282
деятельности и,4279
значение для,4262
в н,4259
затрат на,4258
информации о,4253
должно быть,4252
с уровнем,4237
соединительной ткани,4234
т лимфоцитов,4214
поэтому в,4214
данных по,4203
в тканях,4202
в диагностике,4191
с ра,4188
в современных,4182
также не,4176
антител к,4175
последние лет,4169
отмечают что,4167
у людей,4164
е и,4157
тенденция к,4143
коленного сустава,4143
пг мл,4140
с образованием,4138
условия для,4138
во времени,4133
является одной,4130
требования к,4130
низкий уровень,4127
участвует в,4127
жизни в,4122
с чем,4120
приводило к,4113
было проведено,4113
введение в,4111
в себе,4110
жировой ткани,4102
должен быть,4102
высокий риск,4101
в эксперименте,4094
большое значение,4092
группе пациентов,4089
диагностики и,4089
его в,4081
т и,4078
при их,4071
ад и,4071
по оценке,4068
в печени,4064
среди больных,4064
полученные в,4061
г а,4046
который в,4044
мочевого пузыря,4039
совместно с,4038
на всех,4038
развитых странах,4034
среди них,4028
и лечения,4028
сердца ибс,4018
спроса на,4017
согласуются с,4016
по прежнему,4014
сделать вывод,4012
на более,4011
материал и,4008
на этапе,4004
что это,3993
факторами риска,3991
о необходимости,3988
больных сд,3983
для исследования,3979
как минимум,3977
работы по,3972
а н,3972
некроза опухоли,3971
период гг,3969
высшего образования,3963
за рубежом,3962
пока не,3961
которых в,3960
по себе,3960
всего в,3958
в итоге,3950
а для,3948
о влиянии,3945
не существует,3943
оксида азота,3939
и до,3939
в настоящем,3934
с риском,3931
следует что,3931
можно отнести,3928
течение мес,3924
на й,3923
всем мире,3919
с момента,3915
из пациентов,3910
препарата в,3906
течение года,3904
того как,3904
находятся в,3894
происходит в,3890
данные об,3889
может служить,3888
для профилактики,3888
в первом,3883
м н,3881
является наиболее,3877
с е,3873
осложнений в,3873
профессиональной деятельности,3868
не превышает,3862
вывод что,3859
ил и,3858
в регионе,3858
по методике,3855
желудочно кишечного,3833
оценки эффективности,3832
в плане,3829
опухолевых клеток,3822
выше в,3821
типа и,3821
чаще чем,3821
и следовательно,3818
к концу,3815
ч после,3814
при развитии,3813
н д,3809
группе больных,3805
некоторые авторы,3804
на первом,3804
в каждом,3804
данным и,3800
группы в,3798
им и,3794
в тех,3794
результате чего,3793
тыс населения,3791
поджелудочной железы,3784
в этот,3780
с нарушением,3779
заболеваний в,3778
м м,3778
препаратов в,3775
к уменьшению,3773
лет назад,3773
это может,3771
я группа,3769
на лечение,3767
в той,3766
более лет,3760
мес после,3760
тем более,3759
особенно при,3759
г с,3758
действие на,3755
были выявлены,3753
на себя,3752
о в,3750
речь идет,3749
от других,3748
влияющих на,3744
в клинических,3742
при с,3740
кишечного тракта,3735
в обеих,3733
основанные на,3732
с этой,3728
также может,3728
рассматривать как,3725
в последующем,3724
и г,3722
клинических исследованиях,3721
см в,3719
продолжительность жизни,3717
в нескольких,3716
и пр,3714
все это,3710
для сравнения,3709
смертность от,3704
того же,3702
по сути,3700
мин м,3700
настоящего исследования,3700
в отечественной,3699
млн человек,3699
у мышей,3699
полученные данные,3691
с ними,3683
ряде работ,3682
е годы,3681
к этому,3675
д в,3667
между тем,3659
исследовании и,3655
степени тяжести,3655
с ним,3653
и безопасность,3651
частота развития,3650
полагают что,3648
с частотой,3643
что применение,3643
хотя бы,3642
к росту,3641
еще не,3641
болевого синдрома,3638
в присутствии,3637
сравнению со,3636
для формирования,3635
а по,3634
в основу,3631
м а,3626
им в,3625
можно считать,3621
положительное влияние,3617
социально экономического,3614
населения и,3609
государственного управления,3607
связь с,3605
ад в,3603
с плацебо,3602
по всей,3602
с последующей,3600
толстой кишки,3596
от г,3592
больных хобл,3590
политики в,3589
показано в,3585
инвестиций в,3584
обнаружено что,3582
при температуре,3581
пришли к,3579
основан на,3576
поскольку в,3569
массой тела,3567
у человека,3567
нижних конечностей,3566
сердечная недостаточность,3566
из первых,3564
в республике,3561
к которым,3561
фоне терапии,3559
лет после,3557
на этом,3556
к числу,3556
более высокий,3553
необходимо учитывать,3553
особое внимание,3552
некоторых случаях,3552
среди всех,3546
ранних стадиях,3542
всех пациентов,3540
предстательной железы,3539
в модели,3538
здоровых лиц,3536
исследовании в,3536
е гг,3535
производства и,3534
было обнаружено,3534
об этом,3529
не вызывает,3529
так по,3527
для повышения,3523
в д,3522
важно отметить,3520
во второй,3519
пациентов перенесших,3518
приведены в,3518
фактора роста,3518
г м,3513
информацию о,3513
была выявлена,3508
н а,3505
р в,3503
между ними,3501
что все,3500
например при,3496
в ее,3494
представление о,3494
между группами,3493
т в,3491
сердечной недостаточностью,3491
обменного курса,3491
терапии у,3490
в полной,3487
из важнейших,3486
к формированию,3485
человеческого капитала,3483
пациентов получавших,3483
тела и,3482
рф в,3477
женщин и,3476
по уровню,3474
используется в,3473
меньше чем,3469
у и,3467
л в,3465
в п,3465
в момент,3460
мозга и,3460
костного мозга,3459
больные с,3458
при его,3457
случаев в,3455
устойчивого развития,3452
печени и,3450
большая часть,3448
пациентов после,3446
вне зависимости,3445
в й,3444
п п,3443
й й,3443
определяется как,3438
от начала,3436
экономический рост,3433
работе в,3432
течение ч,3432
к лечению,3430
б в,3429
для которых,3429
в виду,3429
хронической сердечной,3427
представления о,3427
начале х,3426
др и,3424
до мг,3423
антитела к,3421
отмечает что,3417
связывают с,3414
пациентов со,3411
наименьших квадратов,3410
оказалось что,3409
что связано,3409
сосудистых событий,3409
составляет около,3407
далеко не,3407
на животных,3407
участвующих в,3406
в германии,3404
и могут,3403
фактор роста,3400
с пациентами,3399
у крыс,3396
связанной с,3394
развития в,3393
на душу,3392
п дпри,3391
также что,3390
основанный на,3390
по лечению,3389
кровотока в,3388
которые были,3388
все эти,3387
н н,3385
конечном итоге,3384
на е,3382
и повышение,3379
на формирование,3378
дает возможность,3375
не имеют,3373
с острым,3368
заболеваний и,3367
мг в,3366
отмечается что,3363
данных и,3362
на наличие,3362
у пациенток,3361
лечения пациентов,3352
течение дней,3351
не были,3350
направленные на,3350
клинические проявления,3346
при которых,3344
приходится на,3344
в миокарде,3343
при приеме,3339
как было,3338
продолжительности жизни,3337
в части,3334
ни в,3330
от уровня,3328
н м,3327
меньшей степени,3327
году в,3327
участвуют в,3325
проявляется в,3324
можно рассматривать,3323
и это,3321
диагностике и,3316
активности и,3314
о возможности,3312
что свидетельствует,3310
у этих,3309
получены в,3306
из двух,3305
снижение риска,3303
страны в,3302
является то,3298
также для,3296
он не,3296
профессионального образования,3295
факторов в,3294
и р,3294
стволовых клеток,3293
примерно в,3292
более высокие,3286
по типу,3285
нашего исследования,3284
почечной недостаточности,3283
основана на,3282
комбинированной терапии,3277
больных и,3271
о чем,3269
при увеличении,3269
по его,3260
на мм,3259
данных в,3259
времени в,3259
не являются,3258
базы данных,3257
с хбп,3256
с низкой,3256
для их,3249
подчеркнуть что,3249
каких либо,3249
низкой плотности,3248
времени и,3246
образа жизни,3245
характер и,3245
до с,3245
может иметь,3243
было продемонстрировано,3241
на г,3238
по их,3237
встречается в,3236
видно что,3235
смертности в,3234
на разных,3232
в контрольной,3230
соответственно в,3230
сердечных сокращений,3229
что именно,3229
случае если,3229
которая в,3226
означает что,3226
генов и,3225
использования в,3225
составляет в,3225
под воздействием,3221
с хронической,3220
крови у,3218
включенных в,3217
к примеру,3215
работы с,3214
работ по,3212
других авторов,3201
сосудов и,3199
душу населения,3197
повышенный уровень,3197
или с,3195
при которой,3195
при назначении,3194
колеблется от,3194
для реализации,3191
были включены,3190
говорит о,3190
полной мере,3190
данный момент,3186
из этого,3177
в первой,3176
через ч,3174
человек в,3174
при определении,3173
легких и,3171
потребности в,3168
что эти,3165
в обществе,3162
и из,3161
больных туберкулезом,3159
от того,3158
на них,3157
и через,3155
работ в,3153
ключевую роль,3152
легочной артерии,3148
в будущем,3148
сердечно сосудистые,3148
смерти от,3147
стоит отметить,3147
общего числа,3144
соответственно и,3143
воспалительного процесса,3142
заболеваемости и,3141
в развитых,3140
а к,3140
сут в,3137
щитовидной железы,3136
каждого из,3136
риска и,3132
работе и,3131
мы не,3126
методов лечения,3122
типа в,3118
с ростом,3114
пациентов на,3113
способность к,3113
годы в,3110
применения в,3109
продемонстрировано что,3107
этой группы,3105
ор ди,3104
ра и,3101
особенно у,3093
течение первых,3093
в пространстве,3092
на различных,3092
артериальное давление,3090
на стадии,3088
к нарушению,3088
ткани и,3087
все более,3086
при разработке,3085
в оценке,3082
грудной клетки,3080
основной причиной,3076
ряд авторов,3070
у таких,3070
сердца в,3069
последние десятилетия,3068
возрасте до,3068
брюшной полости,3067
с года,3066
в середине,3065
в развитие,3060
к более,3058
или иных,3057
и увеличение,3054
для больных,3054
взаимосвязи между,3054
цитокинов и,3052
таких пациентов,3052
применение в,3052
т с,3050
быть связано,3045
воспаления и,3044
этот период,3043
до мм,3043
целый ряд,3031
за собой,3028
и обсуждение,3025
в процессах,3025
с синдромом,3024
в мировой,3024
контрольной группе,3022
в меньшей,3021
связанный с,3021
различия между,3020
случаях когда,3016
и н,3015
проводили с,3012
на данный,3012
исследования с,3010
бедренной кости,3009
что соответствует,3008
лж и,3007
хс лпнп,3005
включения в,3002
условий для,2996
различий между,2996
данной категории,2995
т н,2991
развития сердечно,2989
встречается у,2985
и мг,2985
побочные эффекты,2984
что уровень,2982
области в,2981
к их,2980
экономики и,2979
мягких тканей,2979
е сутки,2977
борьбы с,2973
экономики в,2973
быть использованы,2967
не удалось,2967
преимущественно в,2965
фоне приема,2963
и сердечно,2963
для мужчин,2963
было бы,2961
в отсутствие,2960
без учета,2960
и оценки,2956
структуры и,2953
из главных,2952
пожилого возраста,2952
можно объяснить,2952
сердечно сосудистого,2952
тому же,2948
на терапию,2947
менее чем,2944
клиническую практику,2944
в районе,2944
технологий в,2942
тех же,2942
что было,2941
н э,2941
большого количества,2936
удельный вес,2936
доступ к,2936
млрд долл,2934
или иного,2933
методы в,2933
см табл,2932
значительно выше,2932
данной работы,2931
в великобритании,2929
труда и,2927
научных исследований,2927
это было,2926
сельского хозяйства,2926
с х,2926
взаимодействия с,2923
в два,2921
хотя в,2921
почек и,2920
принятия решений,2920
была показана,2920
но также,2920
воды в,2918
что также,2916
болезнь сердца,2915
и старше,2915
т а,2913
другом исследовании,2913
к и,2909
входящих в,2906
после трансплантации,2905
ритма сердца,2905
широкое распространение,2904
все же,2903
сд го,2903
является важным,2902
в стационаре,2902
й перцентили,2901
корреляция между,2900
учитывая что,2898
экспрессии генов,2897
кг в,2896
мозгового кровообращения,2895
толерантности к,2895
среднем на,2893
жизни пациентов,2893
настоящем исследовании,2892
клубочковой фильтрации,2890
пациентов без,2890
как видно,2889
устойчивости к,2889
расходов на,2888
боль в,2888
фв лж,2887
метод наименьших,2887
на долю,2880
методы исследования,2879
можно использовать,2879
